text,emotion
Natatakot ako sa mga multong kumakalat sa mga kweba.,1
Kinakabahan ako sa mga kuwentong may mga nawawalang bata.,1
Takot akong makita ang multong kumakalat sa sementeryo.,1
Nangangamba ako sa mga kwento ng mga maligno.,1
Hindi ko kayang mag-isa sa mga lugar na misteryoso.,1
Natatakot ako sa mga multong may hindi payapang kaluluwa.,1
Kinakabahan ako sa mga balita tungkol sa mga krimen.,1
Takot akong makita ang multong kumakalat sa mga palengke.,1
Sigaw ko sa takot habang tumatakbo palayo.,1
Nakaramdam ako ng malamig na pagkatakot sa aking balat.,1
Hindi ko matanggap ang nakakatakot na katotohanan.,1
Bumabalot sa akin ang malalang takot sa madilim na sulok.,1
Kinakabahan ako sa anumang maaaring mangyari.,1
"Nagigising ako sa gitna ng gabi, puno ng kaba.",1
Laging may takot sa aking puso tuwing nag-iisa.,1
Nagagalit ang aking puso sa sobrang takot.,1
Hinahabol ako ng takot sa bawat hakbang ko.,1
"Nagkukubli ako sa aking kwarto, takot sa labas.",1
"Nauuhaw ako sa liwanag, takot sa kadiliman.",1
Sumisigaw ang bawat bahagi ng aking pagkatao sa takot.,1
Laging may malalim na pangamba sa aking isipan.,1
Nakukulong ako sa sarili kong mundo ng takot.,1
Nagbabanta sa akin ang multo ng nakaraan ko.,1
Nahihirapan akong umahon sa takot na bumabayo.,1
Bawat saglit ay puno ng kaba at pangamba.,1
"Nakapikit ako, takot sa anumang pwedeng dumating.",1
Nagbabantang sumabog ang puso ko sa takot.,1
Naiipit ako sa aking sariling takot at pangamba.,1
Ayaw ko si Kaliwa. Sana'y di ko na siya makita.,2
"Kahit ilang ulit siyang pagsabihan, talagang matigas ang ulo.",2
"Ako ang hari ng kalsada, lagi niyang sinasabi.",2
Gagawin ko ang lahat ng gusto ko.,2
Walang pinakikinggan si Kas.,2
"Sa loob-loob niya: ""'Yan ang mabuti sa pakialamero.""",2
"Salbahe talaga si Kaskasero!",2
Siya ay bus na walang modo.,2
"""Ako ang hari ng kalsada,"" ang katwiran niya.",2
Magagawa ko kahit anong gusto ko!,2
"Ako ang hari ng kalsada!, sabi niya, saka bumusina nang umusina.",2
Dito! sabi ni Puti.,2
Halika na!,2
"""Kaybagal mo na, bulag ka pa,"" sabi ni Matsing.",2
"""Bakit naman? Ako muna dahil maliit naman ako,"" sabi ni Pagong.",2
"""Hindi maaari! Ako ang nakakita kaya ako ang 'unang pipili!"" sabi ni Matsing.",2
"""Tuso man ang matsing, napaglalamangan din!"" sabi ni Pagong.",2
Mabilis na tumakbo si Pikpakbum at tinangay ang kapirasong karne.,2
Pinalayas ng mga dayuhan si Haring Lang-ao at kinamkam ng mga ito ang lahat ng kanyang ari-arian at kayamanan.,2
"""Bakit callos ang ulam? Hindi ako kumakain ng callos, alam mo 'yan. Nawalan na ako ng gana! Hindi na ako kakain!"" Itinapon niya ang pagkaing nakahain sa mesa.",2
"Sa hindi maintindihang pakiramdam, umusbong ang galit sa dibdib ni Senyang Kusinera.",2
"""Sumosobra na kayo... Hindi n'yo ba alam na importante sa akin ang bawat pagkaing itinatapon ninyo sa hapag-kainan?",2
"""Masyado kayong pihikan at maselan sa pagkain. Dapat ay kainin ninyo ang kung ano man ang ihanda sa inyo. Mula ngayon, kakainin ninyo ang lahat ng pagkain na ihahain ko!""",2
"""Dapat ay maparusahan kayo ni Bathala at ng lahat ng mga Diyos at Diyosa sa inyong maling pag-uugali.""",2
"""Ang kanin! Hindi masarap ang kanin na ito!""",2
"Itong gulay naman, walang lasa! At itong litson, bakit hindi malutong?",2
"Hindi ko makakain ang mga ito! NawaIan na ako ng gana!"" Galit na itinapon ng hari ang mga pagkaing nakahain sa mesa.",2
"""Hindi ko makakain ito! Malabsa! At ang sinigang na niluto mo, kulang sa asim!",2
Mula sa bintana ay nasaksihan ni Haring Lang-ao ang labanan ng kanyang mga kawal at ng mga dayuhan,2
"""Ilang beses ko bang sasabihin sa iyo na ayokong inuulit ang pagkain? Ito ang ulam kaninang tanghali!",2
"At ngayong hapunan, ito pa rin? Hindi ba't iyan ang bilin ko sa iyo lagi? Huwag na huwag kang nag-uulit ng pagkain!"" galit na sabi niya sa kusinera.",2
"""Wala akong pakialam!"" Pagkasabi niyon ay itinapon ng hari ang pagkain. ",2
"""Napagalitan naman ako ni Teacher. Hindi na raw kasi niya mabasa.""",2
"""Ang mga tao ay walang utang na loob, kaya bakit kailangan mo rin? Sige at kainin mo siya, buwaya,"" sabi ng sombrero.",2
"Pero nang naluma na ako, itinapon niya ako sa ilog.""",2
"""Hindi iyon makatarungan!"" sigaw ni Juan. ""Hindi mo ako puwedeng kainin. Niligtas ko ang buhay mo.""",2
 May sumibol na hinanakit sa dibdib ni Alunsina. ,2
"""Sawa na ako sa pagtanaw sa iyong araw, planeta at bituin. Sawa na ako sa pagiging taga-panood lamang. Ako man ay may angking galing.""",2
Galit na umalis na lamang ang mga magsasaka.,2
"Kahit ilang ulit siyang pagsabihan, talagang matigas ang ulo.",2
Walang pinakikinggan si Kas.,2
"""Pagkalipas ng ilang buwan, hindi na pinapakain ni Filix ang kaniyang mga alagang hayop.""",2
"""Pero bago niya pa sabihin, nakita niya na may nang-aapi na aso sa mga pusa.""",2
"Ang ingay!"" sigaw ng lola ko.",2
“Ang pinakatahimik at kimi ay agad nagagalit at handang makipag-away dahil lang sa pinakamaliliit na bagay.,2
"""Araw-araw na lang nagbabangayan sina Melo at Lucing tungkol sa mga nasisira sa mahal nilang mga hardin, nagtatalo tungkol sa mga napisat na pakô, nginatngat na dahon, tinaob na paso, at binunot na halaman.""",2
"""Kaya’t sinira nila ang pinto at nagpumilit silang pumasok.""",2
"""Gigil na gigil na siyang ipagsigawan sa lahat ang nakita niya.""",2
"""“Ang pasya ng hari, ‘di dapat mabali! Hulihin! Parusahan! Agad-agad, dali-dali… Ang sinomang magsabi na 'May sungay ang hari?'""",2
"Kung hindi… makikita mo!”""",2
"""Ang lumabag sa kaniyang utos, tiyak na makatitikim ng mabagsik na parusa.""",2
"""Sinasamsam niya ang mga lupain, negosyo, at ari-arian.""",2
"""Sinisigawan ng Meyor ang mga guwardiya para hulihin si Carl at itapon sa bilangguan, ngunit—""",2
"""Sa isang malayong bayan, namumuno ang isang haring malupit at gahaman.""",2
"Magkagalit ang kanilang mga tatay.""",2
"""Nagsimula ang alitan nang bakuran ng ama ni Boyet ang lupa.""",2
"""Mula noon, di na nag-usap ang mga tatay ni Boyet at ni Niño.""",2
"""Ayokong makitang nagpupunta ka sa bahay na-kahoy,"" sabi ng tatay ni Niño.""",2
"""Huwag na huwag ka nang pupunta sa bahay na-bato,"" sabi ng tatay ni Boyet.""",2
Marami namang kagalit si Pikpakbum.,2
"""Nasaan ang Pilandok na iyan?"" galit na galit na tanong ng Datu nang magkamalay-tao.",2
"""Itapon sa dagat ang manlolokong iyan!"" utos pa ni Datu Usman.",2
"""Dakpin ngayon din si Pilandok!"" utos ni Datu Usman sa mga kawal.",2
Agad nitong ipinahuli si Pilandok sa mga kawal.,2
"“Pagbabayaran mo ang ginawa mo sa akin!"" galit na galit na sabi ng Datu sa binata.",2
"""Sino ka?!? mabagsik na sigaw ng datu.",2
"""Kawal, palayasin ang pulubing ito!""",2
"""Baliw ka ba? Paano ako magkakaginto sa alaga mong payat na manok?""",2
Umiral ang kasakiman ng datu at pumayag sa mga hiling ni Pilandok.,2
 at galit na galit siya kay Datu Usman.,2
"""Dahil sa ginawa mo,"" sabi ni Matsing, ""tatadtarin kita nang pinong-pino.""",2
Sakim at malupit si Datu Usman.,2
Inaangkin niya ang lahat ng maibigan.,2
Inaangkin niya kahit ang ari-arian ng mga kawawa niyang sakop.,2
Mabagsik siyang magparusa sa sinumang tumutol at ayaw sumunod.,2
"Sinamsam nila ang mga suklay, hikaw, singsing, at iba pang alahas na may ginto.",2
Sinamsam nila ang mga kasangkapan ng taumbayan na yari sa ginto.,2
At ibinilanggo nila ang maraming mahihirap dahil walang maibigay na ginto.,2
"Lahat ng hawakan ni Matsing ay may tinik! ""Salbahe ka, Pagong! Magbabayad ka!""",2
Nagalit si Pagong sa sagot ni Matsing.,2
Nag-asawa muli ang kanyang ama at napakasungit ng kaniyang Tiya Justa.,2
Hinimatay din sa sama ng loob at malaking inggit sina Juanita at Jovita.,2
"""Hindi mo dapat tinatakot ang iyong kapatid,"" ang sabi ng hari sa kawal.",2
Galit nitong pinatigil ang lahat sa paghahabulan.,2
Galit na galit si Herodes pero di siya nagpahalata.,2
"Pag nalaman niya kung nasaan ang sanggol, ipapatay niya ang sinasabing Hari ng mga Hari.",2
Galit na galit si Herodes nang hindi magbalik sa kanya ang tatlo.,2
Iniutos niyang patayin ang lahat ng sanggol.,2
“Nakaka stress naman! OMG!”,2
"Haaay, naku! Hanggang kailan kaya ito?”",2
"""“Ang pangit mong aso! Umalis ka rito!”"" ",2
"""Nilapitan ko si Lala at sinigawan ang mga lalaki."" ",2
"""“Huwag niyong saktan ang aso ko! “"" ",2
Naiinis ako sa kapalpakan ng sistema.,2
Nakakagalit ang walang pakundangang kasinungalingan.,2
Nakakapoot ang sobrang kapal ng mukha ng ilang tao.,2
Nakakainis ang paulit-ulit na pagkabigo.,2
Naiinis ako sa kapabayaan ng mga taong dapat magsilbi.,2
Nakakagalit ang kawalang-galang sa kapwa.,2
Nakakapoot ang pag-abuso sa kapangyarihan.,2
Nakakainis ang paulit-ulit na kapalpakan ng sistema.,2
Galit ako sa kawalang-katarungan sa lipunan.,2
Nakakabwisit ang mga taong walang disiplina sa daan.,2
Inis na inis ako sa mga taong palaging late.,2
Nakakagalit ang hindi paggalang sa privacy ng ibang tao.,2
Nakakapikon ang walang pakundangang pang-aabuso sa kapangyarihan.,2
Galit ako sa mga taong walang respeto sa kapwa.,2
Nakakainis ang hindi pagtupad sa mga pangako.,2
Inis na inis ako sa mga nagpapalabas ng sobrang ingay sa gabi.,2
Nakakagalit ang pagiging walanghiya ng ilang tao.,2
Nakakainis ang mga pasaway na drayber sa kalsada.,2
Galit ako sa mga taong walang pakialam sa kalikasan.,2
Nakakabwisit ang mga taong walang modo sa pampublikong lugar.,2
Inis na inis ako sa mga taong puro reklamo pero walang aksyon.,2
Nakakagalit ang panloloko ng ilang pulitiko.,2
Nakakainis ang hindi pagpansin sa mga batas trapiko.,2
Galit ako sa mga taong nanlalamang ng kapwa para sa sariling interes.,2
Nakakabwisit ang mga taong hindi marunong rumespeto sa opinyon ng iba.,2
Inis na inis ako sa mga walang disiplina sa loob ng sinehan.,2
Nakakagalit ang mga taong walang pakialam sa kaligtasan ng iba.,2
Nakakainis ang mga taong walang respeto sa mga nakatatanda.,2
Galit ako sa mga taong mapanghusga sa iba base sa hitsura.,2
Nakakabwisit ang mga taong hindi marunong magtapon ng basura sa tamang lugar.,2
Inis na inis ako sa mga taong puro reklamo pero walang kontribusyon.,2
Nakakagalit ang kapalpakan ng gobyerno sa pagtugon sa krisis.,2
Nakakainis ang mga taong walang pakundangan sa paggamit ng plastik.,2
Galit ako sa mga taong hindi marunong magpahalaga sa edukasyon.,2
Nakakabwisit ang mga taong nagtatapon ng basura sa dagat.,2
Inis na inis ako sa mga taong walang awa sa mga nangangailangan.,2
Nakakagalit ang mga taong hindi marunong rumespeto sa ibang kultura.,2
Nakakainis ang mga taong nagpapakalat ng fake news.,2
Galit ako sa mga taong pumipili ng kalsada para gawing basurahan.,2
Nakakabwisit ang mga taong hindi marunong maghintay sa pila.,2
Inis na inis ako sa mga taong nanloloko ng kapwa para sa pansariling interes.,2
Nakakagalit ang mga taong walang pakialam sa panganib na dulot ng kanilang asal.,2
Nakakainis ang mga taong hindi marunong rumespeto sa pribadong espasyo ng iba.,2
Galit ako sa mga taong nagbibigay ng pangako na hindi nila natutupad.,2
Nakakabwisit ang mga taong walang pakialam sa mga taong nasa paligid nila.,2
Inis na inis ako sa mga taong walang pakundangang nagkakalat ng basura sa mga bundok.,2
Nakakagalit ang mga taong walang pakialam sa kapakanan ng mga hayop.,2
Nakakainis ang mga taong hindi marunong magbigay ng tamang respeto sa mga guro.,2
Galit ako sa mga taong nagsasagawa ng diskriminasyon sa mga miyembro ng LGBTQ+ community.,2
Nakakabwisit ang mga taong nagpapabaya sa kanilang mga responsibilidad.,2
Inis na inis ako sa mga taong nagmamaneho nang lasing.,2
Nakakagalit ang mga taong hindi marunong magbigay ng tamang pagpapahalaga sa trabaho ng iba.,2
Nakakainis ang mga taong puro reklamo pero walang ginagawa para sa pagbabago.,2
Galit ako sa mga taong mapanlinlang.,2
Nakakainis ang mga walang kwentang asal ng iba.,2
Puno ako ng poot sa kapalpakan ng gobyerno.,2
Nakakagalit ang sobrang kabastusan ng ilang tao.,2
Naiinis ako sa mga taong walang galang sa iba.,2
Galit ako sa kapalpakan ng sistema.,2
Nakakapikon ang walang katwiran nilang mga sagot.,2
Napipikon ako sa kabobohan ng ilang tao.,2
Nagagalit ako kapag inaagrabyado ang mga inosente.,2
"Naiinis ako sa mga taong puro salita lang, walang aksyon.",2
Galit ako sa kapalpakan ng pamahalaan.,2
Nakakapikon ang mga taong walang respeto sa ibang tao.,2
Napipikon ako sa mga taong walang pakialam sa kapakanan ng iba.,2
Nagagalit ako kapag pinipilit akong gawin ang hindi ko gusto.,2
Naiinis ako sa mga taong walang disiplina.,2
Galit ako kapag tinatapak-tapakan ang aking dignidad.,2
Nakakapikon ang mga taong walang utang na loob.,2
Napipikon ako sa kabobohan ng ilang mga pinuno.,2
Nagagalit ako kapag pinagdududahan ang aking integridad.,2
Naiinis ako sa mga taong walang respeto sa sarili.,2
Galit ako sa mga taong puro reklamo pero walang ginagawa.,2
Nakakapikon ang mga taong mapang-abuso.,2
Napipikon ako sa kabobohan ng ilang mga desisyon.,2
Nagagalit ako kapag pinagmamalaki ang kasakiman.,2
Naiinis ako sa mga taong nagpapakatanga para lang mapansin.,2
Galit ako sa mga taong puro kayabangan ang alam.,2
Nakakapikon ang mga taong walang malasakit sa iba.,2
Napipikon ako sa kawalan ng hustisya sa lipunan.,2
Nagagalit ako kapag walang pinanagot sa kanilang mga kasalanan.,2
Naiinis ako sa mga taong walang pakialam sa kapaligiran.,2
Galit ako sa mga taong walang paninindigan.,2
Nakakapikon ang mga taong walang alam kundi mang-api.,2
Napipikon ako sa kakapalan ng mukha ng mga mandaraya.,2
Nagagalit ako kapag inaapi ang mga mahihina.,2
Naiinis ako sa mga taong puro pansariling interes lang ang iniisip.,2
Galit ako sa mga taong walang pagpapahalaga sa edukasyon.,2
Nakakapikon ang mga taong walang respeto sa batas.,2
Napipikon ako sa kawalanghiyaan ng ilang tao.,2
Nagagalit ako kapag pinagmamalaki ang kanilang kabuktutan.,2
Naiinis ako sa mga taong walang pakundangan sa pagsira ng kalikasan.,2
Galit ako sa mga taong walang pagpapahalaga sa kasaysayan.,2
Nakakapikon ang mga taong walang konsiderasyon sa iba.,2
Napipikon ako sa kabobohan ng ilang mga lider.,2
Nagagalit ako kapag sinisira ang pangalan ng aking bansa.,2
Naiinis ako sa mga taong walang pananagutan sa kanilang mga gawa.,2
Galit ako sa mga taong walang pag-unawa sa iba.,2
Nakakapikon ang mga taong walang dignidad.,2
Napipikon ako sa kawalanghiyaan ng ilang mga tao.,2
Nagagalit ako kapag inaapi ang mga mahihirap.,2
Naiinis ako sa mga taong walang pakialam sa kaligtasan ng lahat.,2
Galit ako sa mga taong walang paggalang sa karapatan ng iba.,2
Nakakapikon ang mga taong walang pakundangan sa kalusugan ng iba.,2
Napipikon ako sa kawalanghiyaan ng ilang mga korporasyon.,2
Nagagalit ako kapag pinapabayaan ang mga nangangailangan.,2
Tuwang-tuwa ako.,3
Ang paborito kong kaliwang tsinelas!,3
Sa wakas ay magkasamang muli!,3
Napatalon si Carlo sa tuwa.,3
Masayang pinagmamasdan at nilalaro nina Anna at Abby ang mga alagang hamster.,3
"“Magandang hapon, Abby!”",3
"“Magandang umaga Anna, ito ay si Topaz, ang bago kong pusa.” sabi ni Abby.",3
“Mabuti!”,3
"Kami ang pag-asa ng tao, Danas.",3
"Bayuhin mo ang aming mga butil para maalis ang gintong balat, muling awit na masaya ng mga damo.",3
"May pagkain na tayo ngayon,"" tuwang-tuwang balita niya kay Banag.",3
"""“Lala, rito tayo sa slide!”"" ",3
"""“Masaya ako ngayon!” galak na sambit ni Andi.""",3
"""“Ang saya nga e, nakakatakot noong una pero masaya talaga siyang gawin.”""",3
"""“Sige! Ikwento mo naman sa amin ang mahiwagang tahanan!” sabik na wika ng dalawang kabigan ni Andi.""",3
"pero palaging nakakatuwa!""",3
"""Kadalasan ako ay isang superhero na tumutulong sa mga nakatira sa ibang universe! Ito ang paborito ko!""",3
"""Napangiti si Iya, “Ibig mong sabihin, araw-araw nag-iiba ang bahay ninyo?”""",3
"""Ang sikreto ng hiwaga ay pagmamahal, kasiyahan, at malawak na imagination!” masayang dagdag ni Andi.""",3
"ay, tahanan pala! He! He! He!”, wika ni Iya.""",3
"""Sa sobrang saya ng magkakaibigan sa paglalaro, hindi nila namalayang palubog na pala ang araw.""",3
